File;Begin Time - hh:mm:ss.ms;Trial;Part;Subject;Scope;Words;Gesture;Dimension;Handshape;N Hands;Comment;Speech;Translation;comment;Grammar;General comments;
tur23;00:13:36.167;16;;;;;;;;;;;;;;;
tur23;00:13:36.167;16;;;;;;;;;;;;;;;
tur23;00:13:38.410;16;1;none;Height;;;;;;;Sadece ikincisi hafif birazcik daha yuksek;The second one is a little bit higher;;;;
tur23;00:13:38.410;16;1;none;Height;;;;;;;Sadece ikincisi hafif birazcik daha yuksek;The second one is a little bit higher;;;;
tur23;00:13:40.308;16;1;none;Height;yuksek;1;vert;flat H;1;high. Unclear if participant is referring to volume or tone.;Sadece ikincisi hafif birazcik daha yuksek;The second one is a little bit higher;;;;
tur23;00:13:40.308;16;1;none;Height;yuksek;1;vert;flat H;1;high. Unclear if participant is referring to volume or tone.;Sadece ikincisi hafif birazcik daha yuksek;The second one is a little bit higher;;;;
tur23;00:13:47.195;;2;;;;;;;;;aa diyorsa birazcik daha onun ustu;"If it says ""aa"", a bit more above that";;;;
tur23;00:13:47.195;;2;;;;;;;;;aa diyorsa birazcik daha onun ustu;"If it says ""aa"", a bit more above that";;;;
tur23;00:13:48.957;;2;;;ust;;;;;;aa diyorsa birazcik daha onun ustu;"If it says ""aa"", a bit more above that";;ustu = above + accusative;;
tur23;00:13:48.957;;2;;;ust;;;;;;aa diyorsa birazcik daha onun ustu;"If it says ""aa"", a bit more above that";;ustu = above + accusative;;
tur23;00:14:00.207;;3;;;;;;;;;Onun bir tik ustu de ikinci ses sÌ¦yluyor;The second voice is singing one tick above that one;;;;
tur23;00:14:00.207;;3;;;;;;;;;Onun bir tik ustu de ikinci ses sÌ¦yluyor;The second voice is singing one tick above that one;;;;
tur23;00:14:01.050;;3;;;ust;;;;;;Onun bir tik ustu de ikinci ses sÌ¦yluyor;The second voice is singing one tick above that one;;ustu = above + accusative;;
tur23;00:14:01.050;;3;;;ust;;;;;;Onun bir tik ustu de ikinci ses sÌ¦yluyor;The second voice is singing one tick above that one;;ustu = above + accusative;;
tur23;00:14:17.179;;4;;;;;;;;;Hani, onun bir tik ustu ikincisi sÌ¦yluyor;Like, the second one sings one tick above that one;;;;
tur23;00:14:17.179;;4;;;;;;;;;Hani, onun bir tik ustu ikincisi sÌ¦yluyor;Like, the second one sings one tick above that one;;;;
tur23;00:14:17.849;;4;;;ust;;;;;;Hani, onun bir tik ustu ikincisi sÌ¦yluyor;Like, the second one sings one tick above that one;;ustu = above + accusative;;
tur23;00:14:17.849;;4;;;ust;;;;;;Hani, onun bir tik ustu ikincisi sÌ¦yluyor;Like, the second one sings one tick above that one;;ustu = above + accusative;;
tur23;00:14:44.390;;5;;;;;;;;;Ilki birazcik daha dusuk kaliyor;The first one is a bit more fallen;;;;
tur23;00:14:44.390;;5;;;;;;;;;Ilki birazcik daha dusuk kaliyor;The first one is a bit more fallen;;;;
tur23;00:14:45.445;;5;;;dusuk;;;;;fallen;Ilki birazcik daha dusuk kaliyor;The first one is a bit more fallen;;;;
tur23;00:14:45.445;;5;;;dusuk;;;;;fallen;Ilki birazcik daha dusuk kaliyor;The first one is a bit more fallen;;;;
tur23;00:15:13.550;;;;;;;;;;Nothing in trial 18;;;;;;
tur23;00:15:13.550;;;;;;;;;;Nothing in trial 18;;;;;;
tur23;00:16:12.950;;;;;;;;;;Nothing in trial 19;;;;;;
tur23;00:16:12.950;;;;;;;;;;Nothing in trial 19;;;;;;
tur23;00:17:10.550;;;;;;;;;;Trial 20 was skipped due to glitch in the cord, sound was heard out loud;;;;;;
tur23;00:17:10.550;;;;;;;;;;Trial 20 was skipped due to glitch in the cord, sound was heard out loud;;;;;;
tur23;00:17:39.610;17;;;;;;;;;;;;;;;
tur23;00:17:39.610;17;;;;;;;;;;;;;;;
tur23;00:17:43.632;17;1;voice;Thickness;;;;;;;Daha bÌ¦yle kalin bir sesle sÌ¦yluyorlar;They are like sining with a more thick voice;;;;
tur23;00:17:43.632;17;1;voice;Thickness;;;;;;;Daha bÌ¦yle kalin bir sesle sÌ¦yluyorlar;They are like sining with a more thick voice;;;;
tur23;00:17:44.623;17;1;voice;Thickness;kalin;1;none;wide grip;1;;Daha bÌ¦yle kalin bir sesle sÌ¦yluyorlar;They are like sining with a more thick voice;;;;
tur23;00:17:44.623;17;1;voice;Thickness;kalin;1;none;wide grip;1;;Daha bÌ¦yle kalin bir sesle sÌ¦yluyorlar;They are like sining with a more thick voice;;;;
tur23;00:18:02.007;18;;;;;;;;;;;;;;;
tur23;00:18:02.007;18;;;;;;;;;;;;;;;
tur23;00:18:02.284;18;1;none;Thickness;;;;;;;Erkekler bÌ¦yle daha kalin bir sekilde sÌ¦yluyorlar;The men are sining in a more thick way;;;;
tur23;00:18:02.284;18;1;none;Thickness;;;;;;;Erkekler bÌ¦yle daha kalin bir sekilde sÌ¦yluyorlar;The men are sining in a more thick way;;;;
tur23;00:18:03.887;18;1;none;Thickness;kalin;1;vert;flat H;1;;Erkekler bÌ¦yle daha kalin bir sekilde sÌ¦yluyorlar;The men are sining in a more thick way;;;;
tur23;00:18:03.887;18;1;none;Thickness;kalin;1;vert;flat H;1;;Erkekler bÌ¦yle daha kalin bir sekilde sÌ¦yluyorlar;The men are sining in a more thick way;;;;
tur23;00:18:05.223;18;2;none;Thickness;;;;;;;Kadinlar da kalin bir sekilde sÌ¦yluyorlar ama hani ayni kalinligin bir tik alti gibi sÌ¦ylediler;The women are also singing in a thick way  but  they sang like one tick below the same thickness;;;;
tur23;00:18:05.223;18;2;none;Thickness;;;;;;;Kadinlar da kalin bir sekilde sÌ¦yluyorlar ama hani ayni kalinligin bir tik alti gibi sÌ¦ylediler;The women are also singing in a thick way  but  they sang like one tick below the same thickness;;;;
tur23;00:18:05.625;18;2;none;Thickness;kalin;1;none;open;1;;Kadinlar da kalin bir sekilde sÌ¦yluyorlar ama hani ayni kalinligin bir tik alti gibi sÌ¦ylediler;The women are also singing in a thick way  but  they sang like one tick below the same thickness;;;;
tur23;00:18:05.625;18;2;none;Thickness;kalin;1;none;open;1;;Kadinlar da kalin bir sekilde sÌ¦yluyorlar ama hani ayni kalinligin bir tik alti gibi sÌ¦ylediler;The women are also singing in a thick way  but  they sang like one tick below the same thickness;;;;
tur23;00:18:20.229;19;;;;;;;;;;;;;;;
tur23;00:18:20.229;19;;;;;;;;;;;;;;;
tur23;00:18:22.521;19;1;;Height;;;;;;;Ilkinde kadinlar bÌ¦yle daha yavas, daha dusuk bir seste sÌ¦ylerken, ikincisende birazcik daha yukseltiyoral;While in the first one the women are sining in like a more slow, fallen voice, in the second one they are rising a little bit;;;;
tur23;00:18:22.521;19;1;;Height;;;;;;;Ilkinde kadinlar bÌ¦yle daha yavas, daha dusuk bir seste sÌ¦ylerken, ikincisende birazcik daha yukseltiyoral;While in the first one the women are sining in like a more slow, fallen voice, in the second one they are rising a little bit;;;;
tur23;00:18:25.919;19;1;voice;Height;dusuk;1;vert;flat H;1;;Ilkinde kadinlar bÌ¦yle daha yavas, daha dusuk bir seste sÌ¦ylerken, ikincisende birazcik daha yukseltiyoral;While in the first one the women are sining in like a more slow, fallen voice, in the second one they are rising a little bit;;;;
tur23;00:18:25.919;19;1;voice;Height;dusuk;1;vert;flat H;1;;Ilkinde kadinlar bÌ¦yle daha yavas, daha dusuk bir seste sÌ¦ylerken, ikincisende birazcik daha yukseltiyoral;While in the first one the women are sining in like a more slow, fallen voice, in the second one they are rising a little bit;;;;
tur23;00:18:28.396;19;1;none;Height;yukseltiyorlar;1;vert;flat H;1;;Ilkinde kadinlar bÌ¦yle daha yavas, daha dusuk bir seste sÌ¦ylerken, ikincisende birazcik daha yukseltiyoral;While in the first one the women are sining in like a more slow, fallen voice, in the second one they are rising a little bit;;yukseltiyorlar = to make higher, v. present tense 3rd pers pl;;
tur23;00:18:28.396;19;1;none;Height;yukseltiyorlar;1;vert;flat H;1;;Ilkinde kadinlar bÌ¦yle daha yavas, daha dusuk bir seste sÌ¦ylerken, ikincisende birazcik daha yukseltiyoral;While in the first one the women are sining in like a more slow, fallen voice, in the second one they are rising a little bit;;yukseltiyorlar = to make higher, v. present tense 3rd pers pl;;
tur23;00:18:39.030;;2;;;;;;;;;Ilkinde bÌ¦yle daha dusuk, yavas bir tonda sÌ¦yluyorlar;In the first one they are sining in a more fallen, slow tone;;;;
tur23;00:18:39.030;;2;;;;;;;;;Ilkinde bÌ¦yle daha dusuk, yavas bir tonda sÌ¦yluyorlar;In the first one they are sining in a more fallen, slow tone;;;;
tur23;00:19:05.089;20;;;;;;;;;;;;;;;
tur23;00:19:05.089;20;;;;;;;;;;;;;;;
tur23;00:19:09.984;20;1;voice;Thickness;;;;;;;Erkekler birazcik daha bÌ¦yle kalin bir sesle sÌ¦yluyorlar;The men are singing with a little bit more thick voice;;;;
tur23;00:19:09.984;20;1;voice;Thickness;;;;;;;Erkekler birazcik daha bÌ¦yle kalin bir sesle sÌ¦yluyorlar;The men are singing with a little bit more thick voice;;;;
tur23;00:19:11.893;20;1;voice;Thickness;kalin;1;none;neutral grip;1;;Erkekler birazcik daha bÌ¦yle kalin bir sesle sÌ¦yluyorlar;The men are singing with a little bit more thick voice;;;;
tur23;00:19:11.893;20;1;voice;Thickness;kalin;1;none;neutral grip;1;;Erkekler birazcik daha bÌ¦yle kalin bir sesle sÌ¦yluyorlar;The men are singing with a little bit more thick voice;;;;
tur23;00:19:13.637;20;2;voice;Thickness;;;;;;;Kadinlar daha ince tiz bir ses kullnarak sÌ¦yluyorlar;The women are sining with a more thin, shrill voice;;;;
tur23;00:19:13.637;20;2;voice;Thickness;;;;;;;Kadinlar daha ince tiz bir ses kullnarak sÌ¦yluyorlar;The women are sining with a more thin, shrill voice;;;;
tur23;00:19:14.228;20;2;voice;Thickness;ince;1;none;flat H;1;;Kadinlar daha ince tiz bir ses kullnarak sÌ¦yluyorlar;The women are sining with a more thin, shrill voice;;;;
tur23;00:19:14.228;20;2;voice;Thickness;ince;1;none;flat H;1;;Kadinlar daha ince tiz bir ses kullnarak sÌ¦yluyorlar;The women are sining with a more thin, shrill voice;;;;
tur23;00:19:33.900;;;;;;;;;;Nothing in trial 25;;;;;;
tur23;00:19:33.900;;;;;;;;;;Nothing in trial 25;;;;;;
tur24;00:00:20.756;1;1;sound;Thickness;;;;;;;Birincisi biraz daha bÌ¦yle kalin bir ses ;The first one is like a little more thick sound ;;;;
tur24;00:00:20.756;1;1;sound;Thickness;;;;;;;Birincisi biraz daha bÌ¦yle kalin bir ses ;The first one is like a little more thick sound ;;;;
tur24;00:00:23.539;1;1;sound;Thickness;kalin;n/a;;;;;Birincisi biraz daha bÌ¦yle kalin bir ses ;The first one is like a little more thick sound ;;;;
tur24;00:00:23.539;1;1;sound;Thickness;kalin;n/a;;;;;Birincisi biraz daha bÌ¦yle kalin bir ses ;The first one is like a little more thick sound ;;;;
tur24;00:00:46.300;;;;;;;;;;Nothing in trial 2;;;;;;
tur24;00:00:46.300;;;;;;;;;;Nothing in trial 2;;;;;;
tur24;00:01:38.600;;;;;;;;;;Nothing in trial 3;;;;;;
tur24;00:01:38.600;;;;;;;;;;Nothing in trial 3;;;;;;
tur24;00:02:51.703;4;;;;;;;;;;;;;;;
tur24;00:02:51.703;4;;;;;;;;;;;;;;;
tur24;00:03:00.279;4;1;none;none;;;;;;;Cok tiz degil bÌ¦yle, orta gibi yani;It's not very shrill, its like middle;;;;
tur24;00:03:00.279;4;1;none;none;;;;;;;Cok tiz degil bÌ¦yle, orta gibi yani;It's not very shrill, its like middle;;;;
tur24;00:03:01.859;4;1;none;none;orta;1;vert;flat H;2;;Cok tiz degil bÌ¦yle, orta gibi yani;It's not very shrill, its like middle;;;;
tur24;00:03:01.859;4;1;none;none;orta;1;vert;flat H;2;;Cok tiz degil bÌ¦yle, orta gibi yani;It's not very shrill, its like middle;;;;
tur24;00:03:21.397;5;;;;;;;;;;;;;;;
tur24;00:03:21.397;5;;;;;;;;;;;;;;;
tur24;00:03:28.209;5;1;none;Thickness;;;;;;;Birincisi ikincisinden daha ince;The first one is more thin than the second one;;;;
tur24;00:03:28.209;5;1;none;Thickness;;;;;;;Birincisi ikincisinden daha ince;The first one is more thin than the second one;;;;
tur24;00:03:29.938;5;1;none;Thickness;ince;n/a;;;;;Birincisi ikincisinden daha ince;The first one is more thin than the second one;;;;
tur24;00:03:29.938;5;1;none;Thickness;ince;n/a;;;;;Birincisi ikincisinden daha ince;The first one is more thin than the second one;;;;
tur24;00:03:45.536;;2;;;;;;;;;Birincisi daha ince sadece;The first one is only more thin;;;;
tur24;00:03:45.536;;2;;;;;;;;;Birincisi daha ince sadece;The first one is only more thin;;;;
tur24;00:03:46.425;;2;;;ince;;;;;;Birincisi daha ince sadece;The first one is only more thin;;;;
tur24;00:03:46.425;;2;;;ince;;;;;;Birincisi daha ince sadece;The first one is only more thin;;;;
tur24;00:04:03.500;;;;;;;;;;Nothing in trial 6, participant is only describing what the sounds are not like;;;;;;
tur24;00:04:03.500;;;;;;;;;;Nothing in trial 6, participant is only describing what the sounds are not like;;;;;;
tur24;00:05:19.843;7;;none;Thickness;;;;;;;;;;;;
tur24;00:05:19.843;7;;none;Thickness;;;;;;;;;;;;
tur24;00:05:23.771;7;1;none;Thickness;;;;;;;Birincisi digerinden kalin;The first one is thicker than the other one;;;;
tur24;00:05:23.771;7;1;none;Thickness;;;;;;;Birincisi digerinden kalin;The first one is thicker than the other one;;;;
tur24;00:05:25.905;7;1;none;Thickness;kalin ;1;none;open;1;;Birincisi digerinden kalin;The first one is thicker than the other one;;;;
tur24;00:05:25.905;7;1;none;Thickness;kalin ;1;none;open;1;;Birincisi digerinden kalin;The first one is thicker than the other one;;;;
tur24;00:06:04.988;8;;;;;;;;;;;;;;;
tur24;00:06:04.988;8;;;;;;;;;;;;;;;
tur24;00:06:08.865;8;1;voice;Thickness;;;;;;;Birincisi erkek sesi, mm... kalin;The first one is a male voice, mm... thick;;;;
tur24;00:06:08.865;8;1;voice;Thickness;;;;;;;Birincisi erkek sesi, mm... kalin;The first one is a male voice, mm... thick;;;;
tur24;00:06:13.144;8;1;voice;Thickness;kalin;1;none;other;1;;Birincisi erkek sesi, mm... kalin;The first one is a male voice, mm... thick;;;;
tur24;00:06:13.144;8;1;voice;Thickness;kalin;1;none;other;1;;Birincisi erkek sesi, mm... kalin;The first one is a male voice, mm... thick;;;;
tur24;00:06:19.283;8;2;voice;Thickness;;;;;;;Ikincisi kadin sesi, daha ince;The second one is a female voice, more thin;;;;
tur24;00:06:19.283;8;2;voice;Thickness;;;;;;;Ikincisi kadin sesi, daha ince;The second one is a female voice, more thin;;;;
tur24;00:06:22.478;8;2;voice;Thickness;ince;1;none;none;1;;Ikincisi kadin sesi, daha ince;The second one is a female voice, more thin;;;;
tur24;00:06:22.478;8;2;voice;Thickness;ince;1;none;none;1;;Ikincisi kadin sesi, daha ince;The second one is a female voice, more thin;;;;
tur24;00:06:41.661;9;;;;;;;;;;;;;;;
tur24;00:06:41.661;9;;;;;;;;;;;;;;;
tur24;00:06:44.669;9;1;none;Thickness;;;;;;;Birincisi daha kalin;The first one is more thick;;;;
tur24;00:06:44.669;9;1;none;Thickness;;;;;;;Birincisi daha kalin;The first one is more thick;;;;
tur24;00:06:46.079;9;1;none;Thickness;kalin;0;;;;;Birincisi daha kalin;The first one is more thick;;;;
tur24;00:06:46.079;9;1;none;Thickness;kalin;0;;;;;Birincisi daha kalin;The first one is more thick;;;;
tur24;00:06:54.915;9;2;none;Thickness;;;;;;;Birtanesi baya bÌ¦yle kalin geliyor;One of the them seems like quite thick;;;;
tur24;00:06:54.915;9;2;none;Thickness;;;;;;;Birtanesi baya bÌ¦yle kalin geliyor;One of the them seems like quite thick;;;;
tur24;00:06:56.760;9;2;none;Thickness;kalin;1;none;none;1;;Birtanesi baya bÌ¦yle kalin geliyor;One of the them seems like quite thick;;;;
tur24;00:06:56.760;9;2;none;Thickness;kalin;1;none;none;1;;Birtanesi baya bÌ¦yle kalin geliyor;One of the them seems like quite thick;;;;
tur24;00:07:17.053;10;;;;;;;;;;;;;;;
tur24;00:07:17.053;10;;;;;;;;;;;;;;;
tur24;00:07:24.726;10;1;none;Thickness;;;;;;;Birincisi daha ince;The first one is more thin;;;;
tur24;00:07:24.726;10;1;none;Thickness;;;;;;;Birincisi daha ince;The first one is more thin;;;;
tur24;00:07:26.840;10;1;none;Thickness;ince;1;none;other;1;;Birincisi daha ince;The first one is more thin;;;;
tur24;00:07:26.840;10;1;none;Thickness;ince;1;none;other;1;;Birincisi daha ince;The first one is more thin;;;;
tur24;00:07:35.501;10;2;none;Thickness;;;;;;;Baya kalin;Quite thick;;;;
tur24;00:07:35.501;10;2;none;Thickness;;;;;;;Baya kalin;Quite thick;;;;
tur24;00:07:36.051;10;2;none;Thickness;kalin;1;none;open;2;;Baya kalin;Quite thick;;;;
tur24;00:07:36.051;10;2;none;Thickness;kalin;1;none;open;2;;Baya kalin;Quite thick;;;;
tur24;00:08:34.981;;1;;;;;;;;Prior to this part the participant descibes the sound with scales of thinness and when the confederate asks if that means that it is a thin sound, participant responds yes;Evet ince, ama en tiz olan degil;Yes its thin, but not the most shrill;;;;
tur24;00:08:34.981;;1;;;;;;;;Prior to this part the participant descibes the sound with scales of thinness and when the confederate asks if that means that it is a thin sound, participant responds yes;Evet ince, ama en tiz olan degil;Yes its thin, but not the most shrill;;;;
tur24;00:08:35.250;;1;;;ince;;;;;Prior to this part the participant descibes the sound with scales of thinness and when the confederate asks if that means that it is a thin sound, participant responds yes;Evet ince, ama en tiz olan degil;Yes its thin, but not the most shrill;;;;
tur24;00:08:35.250;;1;;;ince;;;;;Prior to this part the participant descibes the sound with scales of thinness and when the confederate asks if that means that it is a thin sound, participant responds yes;Evet ince, ama en tiz olan degil;Yes its thin, but not the most shrill;;;;
tur24;00:08:55.324;;2;;;;;;;;;Ama yine kalin;But still thick;;;;
tur24;00:08:55.324;;2;;;;;;;;;Ama yine kalin;But still thick;;;;
tur24;00:08:55.944;;2;;;kalin;;;;;;Ama yine kalin;But still thick;;;;
tur24;00:08:55.944;;2;;;kalin;;;;;;Ama yine kalin;But still thick;;;;
tur24;00:09:04.672;;3;;;;;;;;This is a response to the confederate's question asking what the participant means by saying that the sound has a less scary quality.;Daha inceliyor;It becomes thinner;;;;
tur24;00:09:04.672;;3;;;;;;;;This is a response to the confederate's question asking what the participant means by saying that the sound has a less scary quality.;Daha inceliyor;It becomes thinner;;;;
tur24;00:09:04.984;;3;;;inceliyor;;;;;This is a response to the confederate's question asking what the participant means by saying that the sound has a less scary quality.;Daha inceliyor;It becomes thinner;;inceliyor = becomes more thin, v. 3rd pers sing, present tense;;
tur24;00:09:04.984;;3;;;inceliyor;;;;;This is a response to the confederate's question asking what the participant means by saying that the sound has a less scary quality.;Daha inceliyor;It becomes thinner;;inceliyor = becomes more thin, v. 3rd pers sing, present tense;;
tur24;00:09:19.850;;;;;;;;;;Nothing in trial 12;;;;;;
tur24;00:09:19.850;;;;;;;;;;Nothing in trial 12;;;;;;
tur24;00:10:16.783;13;;;;;;;;;;;;;;;
tur24;00:10:16.783;13;;;;;;;;;;;;;;;
tur24;00:10:43.713;13;1;none;Thickness;;;;;;;Daha kalin;More thick;;;;
tur24;00:10:43.713;13;1;none;Thickness;;;;;;;Daha kalin;More thick;;;;
tur24;00:10:44.340;13;1;none;Thickness;kalin;1;none;wide grip;1;;Daha kalin;More thick;;;;
tur24;00:10:44.340;13;1;none;Thickness;kalin;1;none;wide grip;1;;Daha kalin;More thick;;;;
tur24;00:11:07.156;;2;;;;;;;;;Yani ince bir ses;It's like a thin sound;;;;
tur24;00:11:07.156;;2;;;;;;;;;Yani ince bir ses;It's like a thin sound;;;;
tur24;00:11:08.378;;2;;;ince;;;;;;Yani ince bir ses;It's like a thin sound;;;;
tur24;00:11:08.378;;2;;;ince;;;;;;Yani ince bir ses;It's like a thin sound;;;;
tur24;00:11:21.234;;;;;ince;;;;;;;;;;;
tur24;00:11:21.234;;;;;ince;;;;;;;;;;;
tur24;00:11:21.238;;3;;;;;;;;;Ince bir ses;A thin sound;;;;
tur24;00:11:21.238;;3;;;;;;;;;Ince bir ses;A thin sound;;;;
tur24;00:11:34.950;;;;;;;;;;Nothing in trial 14;;;;;;
tur24;00:11:34.950;;;;;;;;;;Nothing in trial 14;;;;;;
tur24;00:12:59.400;;;;;;;;;;Nothing in trial 15;;;;;;
tur24;00:12:59.400;;;;;;;;;;Nothing in trial 15;;;;;;
tur24;00:13:45.474;16;;;;;;;;;;;;;;;
tur24;00:13:45.474;16;;;;;;;;;;;;;;;
tur24;00:13:50.029;16;1;none;Thickness;;;;;;;Birincisi eh... daha bÌ¦yle eh... ince;The first one is like more thin;;;;
tur24;00:13:50.029;16;1;none;Thickness;;;;;;;Birincisi eh... daha bÌ¦yle eh... ince;The first one is like more thin;;;;
tur24;00:13:56.013;16;1;none;Thickness;ince;1;none;open;2;;Birincisi eh... daha bÌ¦yle eh... ince;The first one is like more thin;;;;
tur24;00:13:56.013;16;1;none;Thickness;ince;1;none;open;2;;Birincisi eh... daha bÌ¦yle eh... ince;The first one is like more thin;;;;
tur24;00:13:58.149;16;2;none;Thickness;;;;;;;Ikincisi daha kalin;The second one is more thick;;;;
tur24;00:13:58.149;16;2;none;Thickness;;;;;;;Ikincisi daha kalin;The second one is more thick;;;;
tur24;00:13:59.237;16;2;none;Thickness;kalin;1;none;other;1;;Ikincisi daha kalin;The second one is more thick;;;;
tur24;00:13:59.237;16;2;none;Thickness;kalin;1;none;other;1;;Ikincisi daha kalin;The second one is more thick;;;;
tur24;00:14:15.370;;3;;;;;;;;;Birincisinde normal bÌ¦yle orta yani, ne cok ince ne cok kalin ;In the first one its normal, like middle, not very thin nor very thick ;;;;
tur24;00:14:15.370;;3;;;;;;;;;Birincisinde normal bÌ¦yle orta yani, ne cok ince ne cok kalin ;In the first one its normal, like middle, not very thin nor very thick ;;;;
tur24;00:14:18.331;;3;;;orta;;;;;;Birincisinde normal bÌ¦yle orta yani, ne cok ince ne cok kalin ;In the first one its normal, like middle, not very thin nor very thick ;;middle;;
tur24;00:14:18.331;;3;;;orta;;;;;;Birincisinde normal bÌ¦yle orta yani, ne cok ince ne cok kalin ;In the first one its normal, like middle, not very thin nor very thick ;;middle;;
tur24;00:14:42.529;;4;;;;;;;;;Tonu kalin;Its tone is thick;;;;
tur24;00:14:42.529;;4;;;;;;;;;Tonu kalin;Its tone is thick;;;;
tur24;00:14:43.499;;4;;;kalin;;;;;;Tonu kalin;Its tone is thick;;;;
tur24;00:14:43.499;;4;;;kalin;;;;;;Tonu kalin;Its tone is thick;;;;
tur24;00:15:06.205;17;;;;;;;;;;;;;;;
tur24;00:15:06.205;17;;;;;;;;;;;;;;;
tur24;00:15:12.192;17;1;voice;Thickness;;;;;;;Ikincisi erkek sesi ve o da cok kalin;The second one is a male voice and it is very thick;;;;
tur24;00:15:12.192;17;1;voice;Thickness;;;;;;;Ikincisi erkek sesi ve o da cok kalin;The second one is a male voice and it is very thick;;;;
tur24;00:15:15.669;17;1;voice;Thickness;kalin;1;none;wide grip;2;;Ikincisi erkek sesi ve o da cok kalin;The second one is a male voice and it is very thick;;;;
tur24;00:15:15.669;17;1;voice;Thickness;kalin;1;none;wide grip;2;;Ikincisi erkek sesi ve o da cok kalin;The second one is a male voice and it is very thick;;;;
tur24;00:15:31.605;18;;;;;;;;;;;;;;;
tur24;00:15:31.605;18;;;;;;;;;;;;;;;
tur24;00:15:36.510;18;1;voice;Thickness;;;;;;;Yine bÌ¦yle ses titriyormus gibi ve kalin;Again its like the sound is tremnbling and its thick;;;;
tur24;00:15:36.510;18;1;voice;Thickness;;;;;;;Yine bÌ¦yle ses titriyormus gibi ve kalin;Again its like the sound is tremnbling and its thick;;;;
tur24;00:15:39.067;18;1;voice;Thickness;kalin;1;none;narrow grip;1;;Yine bÌ¦yle ses titriyormus gibi ve kalin;Again its like the sound is tremnbling and its thick;;;;
tur24;00:15:39.067;18;1;voice;Thickness;kalin;1;none;narrow grip;1;;Yine bÌ¦yle ses titriyormus gibi ve kalin;Again its like the sound is tremnbling and its thick;;;;
tur24;00:16:13.895;;1;none;Thickness;;;;;;;Yine orta yani, cok kalin degil, cok ince degil;Again its like middle, not very thick, not very thin;;;;
tur24;00:16:13.895;;1;none;Thickness;;;;;;;Yine orta yani, cok kalin degil, cok ince degil;Again its like middle, not very thick, not very thin;;;;
tur24;00:16:14.790;;1;none;Thickness;orta;1;none;other;1;;Yine orta yani, cok kalin degil, cok ince degil;Again its like middle, not very thick, not very thin;;;;
tur24;00:16:14.790;;1;none;Thickness;orta;1;none;other;1;;Yine orta yani, cok kalin degil, cok ince degil;Again its like middle, not very thick, not very thin;;;;
tur24;00:16:46.967;20;;;;;;;;;;;;;;;
tur24;00:16:46.967;20;;;;;;;;;;;;;;;
tur24;00:16:53.938;20;;;;ince;1;none;narrow grip;1;;;;;;;
tur24;00:16:53.938;20;;;;ince;1;none;narrow grip;1;;;;;;;
tur24;00:16:53.941;20;1;sound;Thickness;;;;;;;Ince bir ses;A thin sound;;;;
tur24;00:16:53.941;20;1;sound;Thickness;;;;;;;Ince bir ses;A thin sound;;;;
tur24;00:17:17.200;;2;;;;;;;;;Birincisi daha kalin diger, ikincisine gÌ¦re;The first one is more thick as compared to the other, the second one;;;;
tur24;00:17:17.200;;2;;;;;;;;;Birincisi daha kalin diger, ikincisine gÌ¦re;The first one is more thick as compared to the other, the second one;;;;
tur24;00:17:18.098;;2;;;kalin;;;;;;Birincisi daha kalin diger, ikincisine gÌ¦re;The first one is more thick as compared to the other, the second one;;;;
tur24;00:17:18.098;;2;;;kalin;;;;;;Birincisi daha kalin diger, ikincisine gÌ¦re;The first one is more thick as compared to the other, the second one;;;;
tur24;00:17:29.332;;3;;;;;;;;;Ve daha kalin aslinda;And more thick actually;;;;
tur24;00:17:29.332;;3;;;;;;;;;Ve daha kalin aslinda;And more thick actually;;;;
tur24;00:17:29.885;;3;;;kalin;;;;;;Ve daha kalin aslinda;And more thick actually;;;;
tur24;00:17:29.885;;3;;;kalin;;;;;;Ve daha kalin aslinda;And more thick actually;;;;
tur24;00:17:52.115;;1;;;;;;;;Participant is refering to the difference between the tones;Cok ince bir fark var;There is a very thin difference;;;;
tur24;00:17:52.115;;1;;;;;;;;Participant is refering to the difference between the tones;Cok ince bir fark var;There is a very thin difference;;;;
tur24;00:17:52.309;;1;;;ince;;;;;Participant is refering to the difference between the tones;Cok ince bir fark var;There is a very thin difference;;;;
tur24;00:17:52.309;;1;;;ince;;;;;Participant is refering to the difference between the tones;Cok ince bir fark var;There is a very thin difference;;;;
tur24;00:18:10.600;;;;;;;;;;Nothing in trial 22;;;;;;
tur24;00:18:10.600;;;;;;;;;;Nothing in trial 22;;;;;;
tur24;00:19:02.050;;;;;;;;;;"Nothing in trial 23. Participant is using words like ""high"" and ""low"" for describing the volume of the sounds";;;;;;
tur24;00:19:02.050;;;;;;;;;;"Nothing in trial 23. Participant is using words like ""high"" and ""low"" for describing the volume of the sounds";;;;;;
tur24;00:20:35.249;22;;;;;;;;;;;;;;;
tur24;00:20:35.249;22;;;;;;;;;;;;;;;
tur24;00:20:58.095;22;1;sound;Thickness;;;;;;;Baya ince bir ses;A quite thin sound;;;;
tur24;00:20:58.095;22;1;sound;Thickness;;;;;;;Baya ince bir ses;A quite thin sound;;;;
tur24;00:20:58.481;22;1;sound;Thickness;ince;1;vert;flat H;1;;Baya ince bir ses;A quite thin sound;;;;
tur24;00:20:58.481;22;1;sound;Thickness;ince;1;vert;flat H;1;;Baya ince bir ses;A quite thin sound;;;;
tur24;00:21:14.900;;2;;;;;;;;;Biraz kalin;A little thick;;;;
