"";"File";"Begin.Time...hh.mm.ss.ms";"Trial";"Part";"Subject";"Scope";"Words";"Gesture";"Dimension";"Handshape";"N.Hands";"Comment";"Speech";"Translation";"comment";"Grammar";"General.comments";"Language"
"560";"swe13";"00:02:28.198";"3";"2";"none";"Height";"bas";"1";"vert";"flat H";1;NA;"det f̦rsta som d̴ var v�_ldigt bas .. l̴g i l̴gt ner i skalan liksom";NA;NA;NA;NA;"Swedish"
"561";"swe13";"00:02:30.301";"3";"2";"none";"Height";"låg";"0";NA;NA;NA;NA;"det f̦rsta som d̴ var v�_ldigt bas .. l̴g i l̴gt ner i skalan liksom";NA;NA;NA;NA;"Swedish"
"562";"swe13";"00:02:32.380";"3";"2";"none";"Height";"liksom";"1";"vert";"flat H";1;NA;"det f̦rsta som d̴ var v�_ldigt bas .. l̴g i l̴gt ner i skalan liksom";NA;NA;NA;NA;"Swedish"
"565";"swe13";"00:02:51.409";"4";"1";"sound";"Brightness";"ljust";"0";NA;NA;NA;NA;"f̦rsta ljudet var v�_ldigt ljust";NA;NA;NA;NA;"Swedish"
"567";"swe13";"00:02:57.978";"4";"2";"none";"Brightness";"mörkare";"1";"none";"none";1;NA;"och det andra var mer eh.. m̦rkare";NA;NA;NA;NA;"Swedish"
"580";"swe13";"00:04:08.043";"6";"1";"none";"Brightness";"ljust";"1";"vert";"flat H";1;NA;"medan det andra var. ljust";NA;NA;NA;NA;"Swedish"
"584";"swe13";"00:04:34.790";"7";"1";"none";"Height";"djupa";"0";NA;NA;NA;NA;"b̴da var v�_ldigt s̴ . djupa  ";NA;NA;NA;NA;"Swedish"
"586";"swe13";"00:04:37.548";"7";"2";"sound";"Height";"lägre";"1";"vert";"flat H";1;NA;"men det andra ljudet var l�_gre �_n det f̦rsta";NA;NA;NA;NA;"Swedish"
"587";"swe13";"00:04:38.226";"7";"2";"sound";"Height";"f̦rsta";"1";"vert";"flat H";1;NA;"men det andra ljudet var l�_gre �_n det f̦rsta";NA;NA;NA;NA;"Swedish"
"595";"swe13";"00:05:17.484";"8";"1";"sound";"Brightness";"ljusare";"0";NA;NA;NA;NA;"f̦rsta ljudet eh. var lit s̴ ljusare, fast som en mansr̦st";NA;NA;NA;NA;"Swedish"
"596";"swe13";"00:05:18.894";"8";"1";"sound";"Brightness";"mansr̦st";"1";"vert";"flat H";1;NA;"f̦rsta ljudet eh. var lit s̴ ljusare, fast som en mansr̦st";NA;NA;NA;NA;"Swedish"
"606";"swe13";"00:06:01.719";"9";"2";"none";"Brightness";"ljust";"1";"vert";"flat H";2;NA;"det andra var. v�_ldigt ljust";NA;NA;NA;NA;"Swedish"
"609";"swe13";"00:06:30.878";"10";"1";"none";"Brightness";"mörkare";"0";NA;NA;NA;NA;"det andra l�_t lite m̦rkare �_n det f̦rsta";NA;NA;NA;NA;"Swedish"
"612";"swe13";"00:07:04.563";"11";"1";"none";"Brightness";"ljusare";"0";NA;NA;NA;NA;"det f̦rsta var ljusare �_n det andra";NA;NA;NA;NA;"Swedish"
"621";"swe13";"00:08:29.797";"13";"1";"voice";"Brightness";"ljus";"0";NA;NA;NA;NA;"f̦rsta var eh. ganska ljus kvinnor̦st och eh. det andra var ganska m̦rk mansr̦st";NA;NA;NA;NA;"Swedish"
"622";"swe13";"00:08:30.918";"13";"1";"voice";"Brightness";"kvinnor̦st";"1";"vert";"open";1;"compare with next";"f̦rsta var eh. ganska ljus kvinnor̦st och eh. det andra var ganska m̦rk mansr̦st";NA;NA;NA;NA;"Swedish"
"623";"swe13";"00:08:33.555";"13";"1";"voice";"Brightness";"mörk";"1";"vert";"flat H";1;NA;"f̦rsta var eh. ganska ljus kvinnor̦st och eh. det andra var ganska m̦rk mansr̦st";NA;NA;NA;NA;"Swedish"
"626";"swe13";"00:09:02.503";"14";"1";"none";"Height";"högre";"1";"vert";"flat H";2;NA;"lit lite h̦gre";NA;NA;NA;NA;"Swedish"
"629";"swe13";"00:09:41.577";"15";"1";"voice";"Brightness";"mansr̦ster";"1";"vert";"flat H";2;NA;"b̴da manr̦ster, men det . f̦rsta var betydligt m̦rkare och det andra ljusare";NA;NA;NA;NA;"Swedish"
"630";"swe13";"00:09:42.617";"15";"1";"voice";"Brightness";"f̦rsta";"1";"vert";"flat H";1;NA;"b̴da manr̦ster, men det . f̦rsta var betydligt m̦rkare och det andra ljusare";NA;NA;NA;NA;"Swedish"
"631";"swe13";"00:09:43.303";"15";"1";"voice";"Brightness";"mörkare";"1";"vert";"flat H";1;NA;"b̴da manr̦ster, men det . f̦rsta var betydligt m̦rkare och det andra ljusare";NA;NA;NA;NA;"Swedish"
"632";"swe13";"00:09:45.420";"15";"1";"voice";"Brightness";"ljusare";"1";"vert";NA;2;NA;"b̴da manr̦ster, men det . f̦rsta var betydligt m̦rkare och det andra ljusare";NA;NA;NA;NA;"Swedish"
"636";"swe13";"00:10:14.789";"16";"1";"none";"Brightness";"mörk";"0";NA;NA;NA;NA;"nummer ett var ganska m̦rk";NA;NA;NA;NA;"Swedish"
"638";"swe13";"00:10:21.781";"16";"2";"none";"Brightness";"mörk";"0";NA;NA;NA;NA;"tv̴arn var eh. (betykt) ljusare";NA;NA;NA;NA;"Swedish"
"644";"swe13";"00:10:52.565";"17";"1";"sound";"Brightness";"ljusare";"1";"vert";"narow grip";1;NA;"det var s̴. basagtigt man kan t�_nke sig nu, det f̦rsta ljudet och eh. n�_stan . betydligt . ljusare";NA;NA;NA;NA;"Swedish"
"647";"swe13";"00:11:34.508";"18";"1";"none";"Brightness";"ljust";"0";NA;NA;NA;NA;"det f̦rsta var. v�_ldigt ljust";NA;NA;NA;NA;"Swedish"
"656";"swe13";"00:12:10.390";"19";"1";"voice";"Brightness";"ljust";"0";NA;NA;NA;NA;"f̦rsta var ljust kvinnligt r̦st och eh. det andra var. mannliga men betydligt ljusare �_n tidigare";NA;NA;NA;NA;"Swedish"
"657";"swe13";"00:12:16.400";"19";"1";"voice";"Brightness";"ljusare";"0";NA;NA;NA;NA;"f̦rsta var ljust kvinnligt r̦st och eh. det andra var. mannliga men betydligt ljusare �_n tidigare";NA;NA;NA;NA;"Swedish"
"664";"swe13";"00:12:47.180";"20";"1";"none";"Height";"djupare";"1";"vert";"flat H";2;NA;"d- det �_r ganska . ligger i.. ganska mycket . m- m- mer meddell�_ge h�_r, men eh.. det f̦rsta �_r lite djupare och manligare och den andra �_r .. lite kvinnligt";NA;NA;NA;NA;"Swedish"
"671";"swe13";"00:13:15.930";"21";"1";"none";"Brightness";"den andra";"1";"vert";"flat H";2;NA;"det f̦rsta var betydligt m̦rkare �_n den andra";NA;NA;NA;NA;"Swedish"
"677";"swe13";"00:13:51.950";"22";"1";"sound";"Brightness";"mörkare";"0";NA;NA;NA;NA;"f̦rsta ljudet var eh.. m̦rkare �_n det andra";NA;NA;NA;NA;"Swedish"
"682";"swe13";"00:14:54.980";"24";"1";"none";"Brightness";"mörkare";"0";NA;NA;NA;NA;"det f̦rsta var m̦rkare �_n det andra";NA;NA;NA;NA;"Swedish"
"688";"swe13";"00:15:32.380";"25";"1";"voice";"Brightness";"mansr̦ster";"1";"vert";"flat H";1;NA;"h�_r var d̴ mer som mansr̦ster, v�_ldigt . m̦rka";NA;NA;NA;NA;"Swedish"
"689";"swe13";"00:15:33.970";"25";"1";"voice";"Brightness";"mörka";"1";"vert";"flat H";1;NA;"h�_r var d̴ mer som mansr̦ster, v�_ldigt . m̦rka";NA;NA;NA;NA;"Swedish"
"692";"swe13";"00:15:40.360";"25";"2";"none";"Brightness";"mörkare";"0";NA;NA;NA;NA;"skulle vara att det andra var lite m̦rkare d̴  . �_n det f̦rsta";NA;NA;NA;NA;"Swedish"
"695";"swe14";"00:00:21.620";"1";"1";"sound";"Height";"högt";"1";"vert";"flat H";1;NA;"det f̦rsta var ett v�_ldigt h̦gt ljud";NA;NA;NA;NA;"Swedish"
"697";"swe14";"00:00:25.005";"1";"2";"none";"Height";"lägre";"1";"vert";"wide grip";2;NA;"och det andra var lite l�_gre";NA;NA;NA;NA;"Swedish"
"702";"swe14";"00:00:52.240";"2";"1";"voice";"Height";"lågt";"1";"vert";"flat H";2;NA;"f̦rsta var mer en mans r̦st som l̴g lite lite l̴gt";NA;NA;NA;NA;"Swedish"
"704";"swe14";"00:00:56.515";"2";"2";"voice";"Height";"kvinnor̦st";"1";"vert";"flat H";1;NA;"och det andra var en k- mer kvinnor̦st som l̴g lite h̦gre";NA;NA;NA;NA;"Swedish"
"705";"swe14";"00:00:58.055";"2";"2";"voice";"Height";"högre";"1";"vert";"flat H";1;NA;"och det andra var en k- mer kvinnor̦st som l̴g lite h̦gre";NA;NA;NA;NA;"Swedish"
"710";"swe14";"00:01:18.320";"3";"1";"none";"Height";"högre";"1";"vert";"flat H";1;NA;"det f̦rsta var eh. h̦gre och s̴ det en djupare bas";NA;NA;NA;NA;"Swedish"
"711";"swe14";"00:01:19.605";"3";"1";"none";"Height";"djupare";"1";"vert";"flat H";1;NA;"det f̦rsta var eh. h̦gre och s̴ det en djupare bas";NA;NA;NA;NA;"Swedish"
"715";"swe14";"00:01:45.180";"4";"1";"none";"Height";"högre";"1";"vert";"flat H";1;NA;"det ena h̦gre";NA;NA;NA;NA;"Swedish"
"718";"swe14";"00:01:47.735";"4";"2";"gender";"Height";"lägre";"1";"vert";"flat H";1;NA;"och s̴ var det l�_gre kvinlig";NA;NA;NA;NA;"Swedish"
"721";"swe14";"00:02:07.920";"5";"1";"voice";"Height";"hög";"1";"vert";"flat H";1;NA;"f̦rst var det en eh eh manlig k̦rr̦st som var . ret s̴ h̦g och sen var det en kvinlig k̦rr̦st som ocks̴ var ganska s̴ . lite i mellanh̦g";NA;NA;NA;NA;"Swedish"
"722";"swe14";"00:02:09.335";"5";"1";"voice";"Height";"kvinlig";"1";"vert";"flat H";1;NA;"f̦rst var det en eh eh manlig k̦rr̦st som var . ret s̴ h̦g och sen var det en kvinlig k̦rr̦st som ocks̴ var ganska s̴ . lite i mellanh̦g";NA;NA;NA;NA;"Swedish"
"723";"swe14";"00:02:11.405";"5";"1";"voice";"Height";"mellanhög";"1";"vert";"flat H";1;NA;"f̦rst var det en eh eh manlig k̦rr̦st som var . ret s̴ h̦g och sen var det en kvinlig k̦rr̦st som ocks̴ var ganska s̴ . lite i mellanh̦g";NA;NA;NA;NA;"Swedish"
"726";"swe14";"00:02:49.090";"6";"1";"gender";"Height";"lågt";"1";"vert";"flat H";1;NA;"den f̦rsta var mer ocks̴ en en kvinligt, ganska s̴ l̴gt, men det andra var mans, riktig bas";NA;NA;NA;NA;"Swedish"
"732";"swe14";"00:03:14.270";"7";"1";"tone";"Height";"högre";"1";"vert";"flat H";1;NA;"det f̦rsta var . eh mellanl�_ge, kvinligt, och det andra var en h̦gre ton, kvinligt";NA;NA;NA;NA;"Swedish"
"735";"swe14";"00:03:40.770";"8";"1";"gender";"Height";"hög";"1";"vert";"flat H";1;NA;"det f̦rsta var en kvinlig eh.. ret s̴ h̦g och det andra var en kvinlig, v�_ldigt h̦g";NA;NA;NA;NA;"Swedish"
"736";"swe14";"00:03:42.595";"8";"1";"gender";"Height";"kvinlig";"1";"vert";"narrow grip";1;NA;"det f̦rsta var en kvinlig eh.. ret s̴ h̦g och det andra var en kvinlig, v�_ldigt h̦g";NA;NA;NA;NA;"Swedish"
"737";"swe14";"00:03:43.225";"8";"1";"gender";"Height";"hög";"1";"vert";"narrow grip";1;NA;"det f̦rsta var en kvinlig eh.. ret s̴ h̦g och det andra var en kvinlig, v�_ldigt h̦g";NA;NA;NA;NA;"Swedish"
"741";"swe14";"00:04:05.750";"9";"1";"none";"Brightness";"mörkt";"1";"vert";"narrow grip";1;"see next";"men �_nd̴ lite s- ret s̴ m̦rkt, och det andra var v�_ldigt h̦g, kvinlig";NA;NA;NA;NA;"Swedish"
"742";"swe14";"00:04:07.415";"9";"1";"none";"Height";"hög";"1";"vert";"narrow grip";1;NA;"men �_nd̴ lite s- ret s̴ m̦rkt, och det andra var v�_ldigt h̦g, kvinlig";NA;NA;NA;NA;"Swedish"
"746";"swe14";"00:04:25.510";"10";"1";"gender";"Height";"hög";"1";"vert";"narrow grip";1;NA;"det f̦rsta var v�_ldigt h̦g kvinnlig, och det andra var v�_ldigt l̴g manlig";NA;NA;NA;NA;"Swedish"
"747";"swe14";"00:04:27.660";"10";"1";"gender";"Height";"låg";"1";"vert";"narrow grip";1;NA;"det f̦rsta var v�_ldigt h̦g kvinnlig, och det andra var v�_ldigt l̴g manlig";NA;NA;NA;NA;"Swedish"
"752";"swe14";"00:04:50.070";"11";"1";"gender";"Height";"hög";"1";"vert";"flat H";1;NA;"det andra var en kvinnlig eh.. s̴ . relativt h̦g, och det andra var en relativt h̦g manlig";NA;NA;NA;NA;"Swedish"
"753";"swe14";"00:04:52.325";"11";"1";"gender";"Height";"hög";"1";"vert";"flat H";1;NA;"det andra var en kvinnlig eh.. s̴ . relativt h̦g, och det andra var en relativt h̦g manlig";NA;NA;NA;NA;"Swedish"
"757";"swe14";"00:05:15.195";"12";"1";"none";"Height";"hög";"1";"vert";"flat H";1;NA;"f̦rsta var en manlig, ret s̴ h̦g tenor och det andra var en kvinlig ganska s̴ h̦g alt";NA;NA;NA;NA;"Swedish"
"758";"swe14";"00:05:18.090";"12";"1";"none";"Height";"hög";"1";"vert";"flat H";1;NA;"f̦rsta var en manlig, ret s̴ h̦g tenor och det andra var en kvinlig ganska s̴ h̦g alt";NA;NA;NA;NA;"Swedish"
"761";"swe14";"00:05:48.550";"13";"1";"none";"Height";"lägre";"1";"vert";"flat H";1;NA;"den f̦rsta var l�_gre och det andra var manlig r̦st h̦gre";NA;NA;NA;NA;"Swedish"
"762";"swe14";"00:05:50.830";"13";"1";"voice";"Height";"högre";"1";"vert";"flat H";1;NA;"den f̦rsta var l�_gre och det andra var manlig r̦st h̦gre";NA;NA;NA;NA;"Swedish"
"767";"swe14";"00:06:17.110";"14";"1";"voice";"Height";"lägre";"1";"vert";"flat H";1;NA;"en l�_gre manlig r̦st f̦rst och sen en h̦gre manlig . r̦st";NA;NA;NA;NA;"Swedish"
"768";"swe14";"00:06:19.675";"14";"1";"voice";"Height";"högre";"1";"vert";"flat H";1;NA;"en l�_gre manlig r̦st f̦rst och sen en h̦gre manlig . r̦st";NA;NA;NA;NA;"Swedish"
"771";"swe14";"00:06:58.625";"15";"1";"none";"Height";"hög";"1";"vert";"flat V";1;NA;"och den f̦rsta var . v�_ldigt h̦g, den andra var h̦g ocks̴";NA;NA;NA;NA;"Swedish"
"772";"swe14";"00:07:00.135";"15";"1";"none";"Height";"hög";"1";"vert";"flat H";1;NA;"och den f̦rsta var . v�_ldigt h̦g, den andra var h̦g ocks̴";NA;NA;NA;NA;"Swedish"
"777";"swe14";"00:07:20.240";"16";"1";"none";"Height";"hög";"1";"vert";"flat V";1;NA;"den f̦rsta var mer mitt i mellan och den andra var riktigt h̦g";NA;NA;NA;NA;"Swedish"
"780";"swe14";"00:07:37.330";"17";"1";"gender";"Height";"högt";"1";"vert";"open";1;NA;"f̦rsta var rikt- eh kvinnligt, v�_ldigt h̦gt, och sen var det manligt, ganska l̴gt";NA;NA;NA;NA;"Swedish"
"781";"swe14";"00:07:40.090";"17";"1";"gender";"Height";"lågt";"1";"vert";"flat H";1;NA;"f̦rsta var rikt- eh kvinnligt, v�_ldigt h̦gt, och sen var det manligt, ganska l̴gt";NA;NA;NA;NA;"Swedish"
"788";"swe14";"00:08:34.185";"19";"1";"tone";"Height";"hög";"1";"vert";"narrow grip";1;NA;"det var h�_r ocks̴ en eh ganska s̴ h̦g kvinnlig ton";NA;NA;NA;NA;"Swedish"
"792";"swe14";"00:08:40.565";"19";"2";"voice";"Brightness";"ljus";"1";"vert";"narrow grip";1;NA;"och sen var den ganska s̴ eh.. alts̴ ljus mansr̦st";NA;NA;NA;NA;"Swedish"
"799";"swe14";"00:09:02.595";"20";"1";"voice";"Height";"låg";"1";"vert";"flat V";1;NA;"h�_r var ocks̴ ganska s̴ . l̴g kvinnor̦st";NA;NA;NA;NA;"Swedish"
"801";"swe14";"00:09:12.180";"20";"2";"gender";"Height";"högt";"1";"vert";"narrow grip";NA;NA;"mannen l̴g h̦gt";NA;NA;NA;NA;"Swedish"
"805";"swe14";"00:09:36.445";"21";"1";"none";"Height";"högre";"1";"vert";"flat H";1;NA;"f̦rst h̦gt- h̦gre och sen l�_gre";NA;NA;NA;NA;"Swedish"
"806";"swe14";"00:09:37.320";"21";"1";"none";"Height";"lägre";"1";"vert";"flat V";1;"see before";"f̦rst h̦gt- h̦gre och sen l�_gre";NA;NA;NA;NA;"Swedish"
"810";"swe14";"00:10:14.320";"22";"1";"none";"Height";"högt";"1";"vert";"flat H";1;NA;"f̦rst ocks̴ ganska s̴ h̦gt, men som s̴ steg upp";NA;NA;NA;NA;"Swedish"
"811";"swe14";"00:10:15.605";"22";"1";"none";"Height";"steg upp";"1";"vert";"flat H";1;NA;"f̦rst ocks̴ ganska s̴ h̦gt, men som s̴ steg upp";NA;NA;NA;NA;"Swedish"
"817";"swe14";"00:10:39.450";"23";"1";"voice";"Height";"högt";"1";"vert";"narrow grip";1;NA;"f̦rst �_r det manlig r̦st som ligger ganska s̴ h̦gt och sen kommer det en kvinnok̦r som ligger h̦gre";NA;NA;NA;NA;"Swedish"
"818";"swe14";"00:10:41.630";"23";"1";"voice";"Height";"kvinno";"1";"none";"narrow grip";1;NA;"f̦rst �_r det manlig r̦st som ligger ganska s̴ h̦gt och sen kommer det en kvinnok̦r som ligger h̦gre";NA;NA;NA;NA;"Swedish"
"819";"swe14";"00:10:43.050";"23";"1";"voice";"Height";"högre";"1";"vert";"narrow grip";1;NA;"f̦rst �_r det manlig r̦st som ligger ganska s̴ h̦gt och sen kommer det en kvinnok̦r som ligger h̦gre";NA;NA;NA;NA;"Swedish"
"824";"swe14";"00:11:03.960";"24";"1";"voice";"Height";"högt";"1";"vert";"narrow grip";1;NA;"f̦rst en mansr̦st som ligger ganska s̴ h̦gt";NA;NA;NA;NA;"Swedish"
"826";"swe14";"00:11:07.610";"24";"2";"voice";"Height";"högre";"1";"vert";"narrow grip";1;NA;"och sen kommer det en kvinnostemma som ligger h̦gre";NA;NA;NA;NA;"Swedish"
"834";"swe14";"00:11:50.350";"25";"1";"voice";"Height";"djup";"1";"vert";"narrow grip";1;NA;"f̦rst s̴ �_r det manlig r̦st som ligger ganska s̴ . man s�_ger, eh i mitten och sen s̴ kommer det en ret s̴ djup mansstemma";NA;NA;NA;NA;"Swedish"
"839";"swe15";"00:00:29.611";"1";"1";"voice";"Height";"höga";"0";NA;NA;NA;NA;"b̴da g̴ngerna l�_t det som h̦ga tenorer";NA;NA;NA;NA;"Swedish"
"843";"swe15";"00:01:01.820";"2";"1";"none";"Height";"högt";"1";"size";"narow grip";1;NA;"f̦rsta var . extremt h̦gt";NA;NA;NA;NA;"Swedish"
"846";"swe15";"00:01:10.478";"2";"2";"none";"Height";"högt";"1";"none";"none";1;NA;"andra g̴ngen var normal h̦gt";NA;NA;NA;NA;"Swedish"
"849";"swe15";"00:01:39.927";"3";"1";"none";"Height";"lägre";"0";NA;NA;NA;NA;"b̴da l�_gre";NA;NA;NA;NA;"Swedish"
"851";"swe15";"00:01:55.854";"3";"2";"none";"Height";"lägre";"0";NA;NA;NA;NA;"andra n̴got l�_gre";NA;NA;NA;NA;"Swedish"
"856";"swe15";"00:02:26.890";"4";"1";"gender";"Height";"lågt";"0";NA;NA;NA;NA;"f̦rsta var . m�_n eh. l̴gt";NA;NA;NA;NA;"Swedish"
"858";"swe15";"00:02:36.403";"4";"2";"gender";"Height";"högt";"0";NA;NA;NA;NA;"andra var kvinnor eh.. ganska h̦gt";NA;NA;NA;NA;"Swedish"
"866";"swe15";"00:03:06.810";"5";"1";"none";"Height";"höga";"0";NA;NA;NA;NA;"f̦rsta var . relativt h̦ga";NA;NA;NA;NA;"Swedish"
"869";"swe15";"00:03:09.553";"5";"2";"none";"Height";"höga";"0";NA;NA;NA;NA;"andra var tinitus h̦ga";NA;NA;NA;NA;"Swedish"
"875";"swe15";"00:04:27.354";"7";"1";"gender";"Height";"lågt";"1";"vert";"flat H";1;NA;"andra var ocks̴ m�_n och det var j�_ttel̴gt";NA;NA;NA;NA;"Swedish"
"884";"swe15";"00:05:01.460";"8";"1";"tone";"Height";"hög";"0";NA;NA;NA;NA;"f̦rsta var m�_n som h̦ll en ganska . standard niveau, andra var h̦g ton";NA;NA;NA;NA;"Swedish"
"888";"swe15";"00:05:53.784";"9";"1";"none";"Height";"under";"1";"vert";"flat H";1;NA;"f̦rsta var lite under standard, den andra var typ p̴ standard";NA;NA;NA;NA;"Swedish"
"889";"swe15";"00:05:56.590";"9";"1";"none";"Height";"p̴";"1";"none";"flat H";1;NA;"f̦rsta var lite under standard, den andra var typ p̴ standard";NA;NA;NA;NA;"Swedish"
"894";"swe15";"00:06:29.190";"10";"1";"none";"Brightness";"källarmörke";"0";NA;NA;NA;NA;"f̦rsta. k�_llarm̦rke";NA;NA;NA;NA;"Swedish"
"903";"swe15";"00:07:13.190";"11";"1";"none";"Height";"högt";"1";"vert";"flat V";1;NA;"f̦rsta var m�_n eh.. normal k̦r h̦gt";NA;NA;NA;NA;"Swedish"
"911";"swe15";"00:07:41.983";"11";"2";"tone";"Height";"hög";"0";NA;NA;NA;NA;"andra (     ) lite mer ̴t kvinnor men var en v�_ldigt h̦g ton";NA;NA;NA;NA;"Swedish"
"916";"swe15";"00:08:32.611";"12";"1";"none";"Height";"högt";"1";"size";"narow grip";1;NA;"f̦rsta kvinnor eh. gr�_nsfall p̴ tinitush̦gt";NA;NA;NA;NA;"Swedish"
"925";"swe15";"00:09:49.598";"14";"1";"none";"Height";"under";"0";NA;NA;NA;NA;"f̦rsta var. en tv̴ ( ) sneppet under tinitus";NA;NA;NA;NA;"Swedish"
"928";"swe15";"00:09:55.092";"14";"2";"gender";"Height";"högt";"0";NA;NA;NA;NA;"andra. m�_n och det var v�_ldigt h̦gt";NA;NA;NA;NA;"Swedish"
"932";"swe15";"00:10:32.344";"15";"1";"none";"Brightness";"mörkt";"1";"none";"narow grip";1;NA;"det var liksom m̦rkt";NA;NA;NA;NA;"Swedish"
"936";"swe15";"00:11:13.044";"16";"1";"none";"Brightness";"mörkare";"1";"vert";"narow grip";1;"see next two";"n̴got lite m̦rkare �_n standard eh.. f̦rsta lite ljusare andra lite m̦rkare";NA;NA;NA;NA;"Swedish"
"937";"swe15";"00:11:16.700";"16";"1";"none";"Brightness";"ljusare";"1";"vert";"narow grip";1;NA;"n̴got lite m̦rkare �_n standard eh.. f̦rsta lite ljusare andra lite m̦rkare";NA;NA;NA;NA;"Swedish"
"938";"swe15";"00:11:17.589";"16";"1";"none";"Brightness";"mörkare";"1";"vert";"neutral grip";1;NA;"n̴got lite m̦rkare �_n standard eh.. f̦rsta lite ljusare andra lite m̦rkare";NA;NA;NA;NA;"Swedish"
"945";"swe15";"00:12:06.177";"17";"1";"none";"Height";"höga";"1";"vert";"open";1;NA;"b̴da tv̴ v�_ldigt h̦ga";NA;NA;NA;NA;"Swedish"
"949";"swe15";"00:12:16.949";"17";"2";NA;"Height";"hög";"0";NA;NA;NA;NA;"f̦rsta . h̦g";NA;NA;NA;NA;"Swedish"
"954";"swe15";"00:12:54.640";"18";"1";"none";"Height";"under";"1";"vert";"flat H";1;NA;"f̦rsta var .. (   ) ett steg under standard";NA;NA;NA;NA;"Swedish"
"956";"swe15";"00:13:03.106";"18";"2";"gender";"Height";"̦ver";"1";"vert";"flat H";1;NA;"andra . kvinnor troligtvis var tv̴ tre steg ̦ver standard";NA;NA;NA;NA;"Swedish"
"959";"swe15";"00:14:10.540";"19";"1";"none";"Height";"höga";"1";"none";"narow grip";1;NA;"b̴da v�_ldigt h̦ga";NA;NA;NA;NA;"Swedish"
"961";"swe15";"00:14:14.200";"19";"2";"tone";"Height";"hög";"1";"none";"narow grip";1;NA;"gick fr̴n en h̦g ton til en ... v�_ldigt h̦g ton";NA;NA;NA;NA;"Swedish"
"962";"swe15";"00:14:18.292";"19";"2";"tone";"Height";"hög";"1";"none";"open";1;NA;"gick fr̴n en h̦g ton til en ... v�_ldigt h̦g ton";NA;NA;NA;NA;"Swedish"
"966";"swe15";"00:15:01.100";"20";"1";"gender";"Height";"högt";"0";NA;NA;NA;NA;"f̦rsta tjejer .. eh. v�_ldigt h̦gt";NA;NA;NA;NA;"Swedish"
"970";"swe15";"00:15:19.056";"20";"2";"gender";"Brightness";"mörkare";"0";NA;NA;NA;NA;"andra . m�_n eh.. m̦rkare";NA;NA;NA;NA;"Swedish"
"980";"swe15";"00:16:03.172";"21";"1";"none";"Height";"högre";"1";"none";"other";1;NA;"f̦rsta var .. h̦gre . �_n standard, andra var n̴got l�_gre �_n standard";NA;NA;NA;NA;"Swedish"
"981";"swe15";"00:16:07.181";"21";"1";"none";"Height";"lägre";"1";"vert";"none";1;NA;"f̦rsta var .. h̦gre . �_n standard, andra var n̴got l�_gre �_n standard";NA;NA;NA;NA;"Swedish"
"990";"swe15";"00:16:56.490";"22";"1";"none";"Height";"hög";"0";NA;NA;NA;NA;"f̦rsta var . lika h̦g";NA;NA;NA;NA;"Swedish"
"993";"swe15";"00:17:02.656";"22";"2";"tone";"Height";"högre";"0";NA;NA;NA;NA;"andra var betydligt h̦gre";NA;NA;NA;NA;"Swedish"
"999";"swe15";"00:17:32.107";"23";"1";"none";"Height";"ner i";"0";NA;NA;NA;"mix metaphor";"ner i k�_llaren b̴da tv̴";NA;NA;NA;NA;"Swedish"
"1001";"swe15";"00:17:39.227";"23";"2";"none";"Brightness";"mörk";"0";NA;NA;NA;NA;"f̦rsta var normal m̦rk";NA;NA;NA;NA;"Swedish"
"1003";"swe15";"00:17:47.877";"23";"3";"none";"Height";"ner";"1";"vert";"none";1;NA;"andra . b̦rjade grava ner mot katakomberne";NA;NA;NA;NA;"Swedish"
"1008";"swe15";"00:18:22.947";"24";"1";"none";"Height";"hög";"0";NA;NA;NA;NA;"andra g̴ngen var ganska h̦g";NA;NA;NA;NA;"Swedish"
"1012";"swe15";"00:18:55.930";"25";"1";"none";"Height";"ner i";"1";"vert";"none";1;"metaphor mix";"f̦rsta . ner i katakomberna";NA;NA;NA;NA;"Swedish"
"1015";"swe15";"00:19:02.892";"25";"2";"none";"Height";"högt";"0";NA;NA;NA;NA;"andra .. n�_stan lika h̦gt";NA;NA;NA;NA;"Swedish"
"1023";"swe16";"00:00:27.440";"1";"1";"none";"Brightness";"ljusare";"1";"none";"neutral grip";1;NA;"kontrasten var (̴tminstone) var ljusare och det andra var n̴got m̦rkare";NA;NA;NA;NA;"Swedish"
"1024";"swe16";"00:00:28.760";"1";"1";"none";"Brightness";"mörkare";"1";"none";"none";1;NA;"kontrasten var (̴tminstone) var ljusare och det andra var n̴got m̦rkare";NA;NA;NA;NA;"Swedish"
"1030";"swe16";"00:01:23.380";"2";"1";"tone";"Brightness";"mörka";"0";NA;NA;NA;NA;"tv̴ m̦rka toner";NA;NA;NA;NA;"Swedish"
"1032";"swe16";"00:01:33.630";"2";"1";"tone";"Height";"ovanf̦r";"0";NA;NA;NA;NA;"den enda var dog tonan ovanf̦r";NA;NA;NA;NA;"Swedish"
"1037";"swe16";"00:03:38.770";"4";"1";"sound";"Brightness";"mörkare";"0";NA;NA;NA;NA;"det senare ljudet var mycket m̦rkare";NA;NA;NA;NA;"Swedish"
"1042";"swe16";"00:04:47.195";"5";"1";"sound";"Brightness";"ljust";"1";"none";"none";1;NA;"det senare l�_t mer som n̴got eh.. ett s̴ ljust ljud";NA;NA;NA;NA;"Swedish"
